sep=,
"Time","Electrolyser Power (W)","Electrolyser Production Rate (%)","Hydrogen Flow Rate (NL/h)","Electrolyser Stack Voltage (V)","Electrolyser Stack Current (A)","Container PV Power (W)"
2024-07-10 14:29:04,1570,100,288,41.2,29.9,3046
2024-07-10 14:29:05,1570,100,288,41.3,30.0,2810
2024-07-10 14:29:06,1570,100,290,41.3,30.1,3238
2024-07-10 14:29:07,1570,100,290,41.3,30.1,3695
2024-07-10 14:29:08,1570,100,290,41.3,30.2,4447
2024-07-10 14:29:09,1581,100,290,41.3,30.2,4682
2024-07-10 14:29:10,1581,100,292,41.3,30.3,4620
2024-07-10 14:29:11,1581,100,292,41.3,30.3,4730
2024-07-10 14:29:12,1581,100,292,41.3,30.4,4775
2024-07-10 14:29:13,1581,100,292,41.3,30.4,4802
2024-07-10 14:29:14,1590,100,293,41.3,30.5,4794
2024-07-10 14:29:15,1590,100,294,41.3,30.6,4802
2024-07-10 14:29:16,1590,100,294,41.3,30.6,4792
2024-07-10 14:29:17,1590,100,295,41.3,30.7,4786
2024-07-10 14:29:18,1590,100,295,41.3,30.7,4793
2024-07-10 14:29:19,1606,100,296,41.3,30.8,4763
2024-07-10 14:29:20,1606,100,296,41.3,30.8,4775
2024-07-10 14:29:21,1606,100,297,41.3,30.8,4748
2024-07-10 14:29:22,1606,100,297,41.3,30.9,4739
2024-07-10 14:29:23,1606,100,298,41.3,31.0,4752
2024-07-10 14:29:24,1619,100,299,41.3,31.1,4753
2024-07-10 14:29:25,1619,100,299,41.3,31.1,4747
2024-07-10 14:29:26,1619,100,300,41.3,31.2,4756
2024-07-10 14:29:27,1619,100,300,41.3,31.2,4760
2024-07-10 14:29:28,1619,100,300,41.3,31.2,4757
2024-07-10 14:29:29,1629,100,301,41.4,31.3,4764
2024-07-10 14:29:30,1629,100,302,41.4,31.4,4759
2024-07-10 14:29:31,1629,100,303,41.4,31.5,4759
2024-07-10 14:29:32,1629,100,303,41.4,31.5,4774
2024-07-10 14:29:33,1629,100,304,41.4,31.6,4772
2024-07-10 14:29:34,1646,100,305,41.4,31.7,4771
2024-07-10 14:29:35,1646,100,304,41.4,31.7,4779
2024-07-10 14:29:36,1646,100,305,41.4,31.7,4776
2024-07-10 14:29:37,1646,100,306,41.4,31.9,4778
2024-07-10 14:29:38,1646,100,307,41.4,31.9,4776
2024-07-10 14:29:39,1660,100,307,41.4,31.9,4784
2024-07-10 14:29:40,1660,100,307,41.4,31.9,4780
2024-07-10 14:29:41,1660,100,308,41.4,32.0,4789
2024-07-10 14:29:42,1660,100,308,41.4,32.1,4766
2024-07-10 14:29:43,1660,100,309,41.4,32.1,4774
2024-07-10 14:29:44,1670,100,309,41.4,32.2,4772
2024-07-10 14:29:45,1670,100,310,41.4,32.2,4766
2024-07-10 14:29:46,1670,100,311,41.4,32.3,4778
2024-07-10 14:29:47,1670,100,311,41.4,32.3,4781
2024-07-10 14:29:48,1670,100,311,41.4,32.3,4784
2024-07-10 14:29:49,1682,100,312,41.4,32.4,4784
2024-07-10 14:29:50,1682,100,312,41.4,32.5,4785
2024-07-10 14:29:51,1682,100,313,41.5,32.6,4782
2024-07-10 14:29:52,1682,100,314,41.5,32.7,4785
2024-07-10 14:29:53,1682,100,314,41.5,32.7,4789
2024-07-10 14:29:54,1697,100,315,41.5,32.7,4793
2024-07-10 14:29:55,1697,100,315,41.5,32.7,4797
2024-07-10 14:29:56,1697,100,316,41.5,32.8,4792
2024-07-10 14:29:57,1697,100,317,41.5,33.0,4785
2024-07-10 14:29:58,1697,100,317,41.5,33.0,4780
2024-07-10 14:29:59,1710,100,318,41.5,33.0,4792
2024-07-10 14:30:00,1710,100,318,41.5,33.1,4776
2024-07-10 14:30:01,1710,100,319,41.5,33.2,4786
2024-07-10 14:30:02,1710,100,319,41.5,33.1,4781
2024-07-10 14:30:03,1710,100,319,41.5,33.2,4766
2024-07-10 14:30:04,1723,100,321,41.5,33.3,4770
2024-07-10 14:30:05,1723,100,320,41.5,33.3,4782
2024-07-10 14:30:06,1723,100,321,41.5,33.4,4805
2024-07-10 14:30:07,1723,100,321,41.5,33.4,4810
2024-07-10 14:30:08,1723,100,323,41.5,33.6,4822
2024-07-10 14:30:09,1734,100,323,41.5,33.6,4832
2024-07-10 14:30:10,1734,100,324,41.5,33.7,4844
2024-07-10 14:30:11,1734,100,324,41.5,33.7,4843
2024-07-10 14:30:12,1734,100,324,41.5,33.7,4836
2024-07-10 14:30:13,1734,100,325,41.6,33.8,4855
2024-07-10 14:30:14,1748,100,326,41.6,33.9,4854
2024-07-10 14:30:15,1748,100,326,41.6,33.9,4852
2024-07-10 14:30:16,1748,100,327,41.6,34.0,4854
2024-07-10 14:30:17,1748,100,327,41.6,34.0,4854
2024-07-10 14:30:18,1748,100,328,41.6,34.1,4857
2024-07-10 14:30:19,1761,100,329,41.6,34.2,4852
2024-07-10 14:30:20,1761,100,329,41.6,34.2,4758
2024-07-10 14:30:21,1761,100,330,41.6,34.3,4687
2024-07-10 14:30:22,1761,100,330,41.6,34.3,4866
2024-07-10 14:30:23,1761,100,331,41.6,34.4,4917
2024-07-10 14:30:24,1776,100,331,41.6,34.5,4877
2024-07-10 14:30:25,1776,100,331,41.6,34.5,4920
2024-07-10 14:30:26,1776,100,332,41.6,34.5,4925
2024-07-10 14:30:27,1776,100,332,41.6,34.6,4814
2024-07-10 14:30:28,1776,100,333,41.6,34.6,4569
2024-07-10 14:30:29,1786,100,333,41.6,34.6,4502
2024-07-10 14:30:30,1786,100,334,41.6,34.7,4253
2024-07-10 14:30:31,1786,100,336,41.6,34.9,3880
2024-07-10 14:30:32,1786,100,336,41.6,34.9,3836
2024-07-10 14:30:33,1786,100,336,41.6,35.0,4434
2024-07-10 14:30:34,1801,100,336,41.6,34.9,4330
2024-07-10 14:30:35,1801,100,337,41.7,35.1,4134
2024-07-10 14:30:36,1801,100,337,41.7,35.1,3817
2024-07-10 14:30:37,1801,100,338,41.7,35.1,3647
2024-07-10 14:30:38,1801,100,339,41.7,35.2,3877
2024-07-10 14:30:39,1811,100,339,41.7,35.3,3798
2024-07-10 14:30:40,1811,100,340,41.7,35.4,3687
2024-07-10 14:30:41,1811,100,340,41.7,35.4,3737
2024-07-10 14:30:42,1811,100,342,41.7,35.5,3641
2024-07-10 14:30:43,1811,100,342,41.7,35.5,3749
2024-07-10 14:30:44,1828,100,342,41.7,35.6,4146
2024-07-10 14:30:45,1828,100,342,41.7,35.6,4139
2024-07-10 14:30:46,1828,100,343,41.7,35.7,3834
2024-07-10 14:30:47,1828,100,344,41.7,35.7,4182
2024-07-10 14:30:48,1828,100,344,41.7,35.8,2909
2024-07-10 14:30:49,1842,100,345,41.7,35.9,2495
2024-07-10 14:30:50,1842,100,346,41.7,36.0,2521
2024-07-10 14:30:51,1842,100,346,41.7,36.0,2632
2024-07-10 14:30:52,1842,100,346,41.7,36.0,2557
2024-07-10 14:30:53,1842,100,347,41.7,36.1,2710
2024-07-10 14:30:54,1854,100,348,41.7,36.1,2802
2024-07-10 14:30:55,1854,100,348,41.7,36.2,2828
2024-07-10 14:30:56,1854,100,348,41.7,36.2,2974
2024-07-10 14:30:57,1854,100,349,41.7,36.3,2926
2024-07-10 14:30:58,1854,100,350,41.8,36.4,2671
2024-07-10 14:30:59,1866,100,350,41.8,36.4,2691
2024-07-10 14:31:00,1866,100,351,41.8,36.5,2834
2024-07-10 14:31:01,1866,100,351,41.8,36.5,2887
2024-07-10 14:31:02,1866,100,352,41.8,36.6,2783
2024-07-10 14:31:03,1866,100,352,41.8,36.6,2747
2024-07-10 14:31:04,1878,100,353,41.8,36.7,2747
2024-07-10 14:31:05,1878,100,353,41.8,36.7,2776
2024-07-10 14:31:06,1878,100,355,41.8,36.9,2864
2024-07-10 14:31:07,1878,100,355,41.8,36.9,3520
2024-07-10 14:31:08,1878,100,355,41.8,36.9,3840
2024-07-10 14:31:09,1892,100,356,41.8,37.0,4770
2024-07-10 14:31:10,1892,100,357,41.8,37.1,5193
2024-07-10 14:31:11,1892,100,357,41.8,37.2,5221
2024-07-10 14:31:12,1892,100,358,41.8,37.2,5088
2024-07-10 14:31:13,1892,100,359,41.8,37.3,4355
2024-07-10 14:31:14,1910,100,359,41.8,37.3,4438
2024-07-10 14:31:15,1910,100,359,41.8,37.4,4258
2024-07-10 14:31:16,1910,100,359,41.8,37.4,4075
2024-07-10 14:31:17,1910,100,360,41.8,37.5,3569
2024-07-10 14:31:18,1910,100,361,41.9,37.5,3748
2024-07-10 14:31:19,1922,100,361,41.8,37.6,4082
2024-07-10 14:31:20,1922,100,362,41.8,37.7,3297
2024-07-10 14:31:21,1922,100,362,41.9,37.7,2817
2024-07-10 14:31:22,1922,100,363,41.9,37.8,2573
2024-07-10 14:31:23,1922,100,364,41.9,37.8,2536
2024-07-10 14:31:24,1936,100,364,41.9,37.9,2468
2024-07-10 14:31:25,1936,100,365,41.9,37.9,2550
2024-07-10 14:31:26,1936,100,365,41.9,38.0,2706
2024-07-10 14:31:27,1936,100,365,41.9,38.0,2629
2024-07-10 14:31:28,1936,97,366,41.9,38.0,2328
2024-07-10 14:31:29,1946,92,366,41.9,38.1,2196
2024-07-10 14:31:30,1946,90,367,41.9,38.2,2171
2024-07-10 14:31:31,1946,91,368,41.9,38.3,2190
2024-07-10 14:31:32,1946,95,369,41.9,38.3,2282
2024-07-10 14:31:33,1946,100,369,41.9,38.4,2467
2024-07-10 14:31:34,1964,95,370,41.9,38.5,2287
2024-07-10 14:31:35,1964,100,370,41.9,38.5,2466
2024-07-10 14:31:36,1964,100,371,41.9,38.6,2488
2024-07-10 14:31:37,1964,97,372,41.9,38.7,2333
2024-07-10 14:31:38,1964,96,372,41.9,38.7,2314
2024-07-10 14:31:39,1979,94,373,41.9,38.7,2254
2024-07-10 14:31:40,1979,93,373,42.0,38.8,2230
2024-07-10 14:31:41,1979,98,374,41.9,38.9,2340
2024-07-10 14:31:42,1979,100,374,41.9,38.9,2390
2024-07-10 14:31:43,1991,94,374,42.0,38.9,2261
2024-07-10 14:31:44,1991,99,376,42.0,39.1,2376
2024-07-10 14:31:45,1991,100,376,42.0,39.1,2831
2024-07-10 14:31:46,1991,100,376,42.0,39.1,2742
2024-07-10 14:31:47,1991,100,376,42.0,39.1,2466
2024-07-10 14:31:48,2007,94,378,42.0,39.3,2257
2024-07-10 14:31:49,2007,92,378,42.0,39.3,2216
2024-07-10 14:31:50,2007,92,379,42.0,39.4,2202
2024-07-10 14:31:51,2007,90,379,42.0,39.4,2170
2024-07-10 14:31:52,2007,90,379,42.0,39.4,2170
2024-07-10 14:31:53,2017,88,381,42.0,39.6,2101
2024-07-10 14:31:54,2017,87,381,42.0,39.6,2088
2024-07-10 14:31:55,2017,88,382,42.0,39.7,2108
2024-07-10 14:31:56,2017,89,382,42.0,39.7,2132
2024-07-10 14:31:57,2017,88,382,42.0,39.8,2113
2024-07-10 14:31:58,2031,89,383,42.0,39.8,2127
2024-07-10 14:31:59,2031,90,384,42.0,39.9,2148
2024-07-10 14:32:00,2031,91,384,42.0,40.0,2184
2024-07-10 14:32:01,2031,92,385,42.0,40.0,2202
2024-07-10 14:32:02,2031,92,385,42.0,40.1,2216
2024-07-10 14:32:03,2044,92,386,42.0,40.1,2198
2024-07-10 14:32:04,2044,91,387,42.1,40.3,2178
2024-07-10 14:32:05,2044,91,388,42.1,40.3,2192
2024-07-10 14:32:06,2044,96,388,42.1,40.3,2314
2024-07-10 14:32:07,2044,96,389,42.1,40.5,2303
2024-07-10 14:32:08,2062,91,389,42.1,40.5,2173
2024-07-10 14:32:09,2062,86,390,42.1,40.6,2060
2024-07-10 14:32:10,2062,86,390,42.1,40.6,2056
2024-07-10 14:32:11,2062,85,391,42.1,40.7,2049
2024-07-10 14:32:12,2062,84,392,42.1,40.7,2014
2024-07-10 14:32:13,2073,83,392,42.1,40.7,1986
2024-07-10 14:32:14,2073,83,392,42.1,40.8,1983
2024-07-10 14:32:15,2073,82,394,42.1,41.0,1977
2024-07-10 14:32:16,2073,82,395,42.1,41.0,1979
2024-07-10 14:32:17,2073,82,395,42.1,41.0,1973
2024-07-10 14:32:18,2093,82,396,42.1,41.1,1973
2024-07-10 14:32:19,2093,82,396,42.1,41.2,1958
2024-07-10 14:32:20,2093,82,396,42.1,41.2,1961
2024-07-10 14:32:21,2093,82,397,42.1,41.3,1966
2024-07-10 14:32:22,2093,82,397,42.1,41.4,1976
2024-07-10 14:32:23,2093,83,399,42.1,41.5,1994
2024-07-10 14:32:24,2111,83,400,42.1,41.6,1998
2024-07-10 14:32:25,2111,84,400,42.1,41.6,2018
2024-07-10 14:32:26,2111,87,401,42.2,41.7,2084
2024-07-10 14:32:27,2111,86,401,42.2,41.7,2069
2024-07-10 14:32:28,2111,86,401,42.2,41.7,2073
2024-07-10 14:32:29,2122,98,401,42.2,41.7,2360
2024-07-10 14:32:30,2122,100,403,42.2,41.9,2632
2024-07-10 14:32:31,2122,100,403,42.2,41.9,2724
2024-07-10 14:32:32,2122,94,404,42.2,42.0,2252
2024-07-10 14:32:33,2139,88,405,42.2,42.1,2105
2024-07-10 14:32:34,2139,86,405,42.2,42.1,2068
2024-07-10 14:32:35,2139,85,406,42.2,42.2,2050
2024-07-10 14:32:36,2139,85,406,42.2,42.2,2049
2024-07-10 14:32:37,2139,85,406,42.2,42.2,2041
2024-07-10 14:32:38,2152,86,407,42.2,42.3,2057
2024-07-10 14:32:39,2152,83,408,42.2,42.4,1982
2024-07-10 14:32:40,2152,83,408,42.2,42.4,1982
2024-07-10 14:32:41,2152,81,409,42.2,42.5,1949
2024-07-10 14:32:42,2152,80,410,42.2,42.7,1925
2024-07-10 14:32:43,2168,80,411,42.2,42.7,1930
2024-07-10 14:32:44,2168,80,411,42.2,42.7,1915
2024-07-10 14:32:45,2168,80,411,42.2,42.7,1911
2024-07-10 14:32:46,2168,80,409,42.2,42.6,1921
2024-07-10 14:32:47,2168,81,408,42.2,42.4,1934
2024-07-10 14:32:48,2158,82,409,42.2,42.5,1959
2024-07-10 14:32:49,2158,83,408,42.2,42.4,1989
2024-07-10 14:32:50,2158,83,409,42.2,42.5,2002
2024-07-10 14:32:51,2158,84,412,42.3,42.9,2023
2024-07-10 14:32:52,2158,86,419,42.3,43.5,2059
2024-07-10 14:32:53,2214,87,420,42.3,43.6,2083
2024-07-10 14:32:54,2214,88,419,42.3,43.6,2117
2024-07-10 14:32:55,2214,90,422,42.3,43.9,2157
2024-07-10 14:32:56,2214,92,423,42.4,44.0,2207
2024-07-10 14:32:57,2214,95,427,42.4,44.4,2273
2024-07-10 14:32:58,2254,99,427,42.4,44.4,2368
2024-07-10 14:32:59,2254,100,431,42.5,44.9,2509
2024-07-10 14:33:00,2254,100,434,42.5,45.1,2828
2024-07-10 14:33:01,2254,100,435,42.5,45.3,3511
2024-07-10 14:33:02,2254,100,437,42.5,45.5,3068
2024-07-10 14:33:03,2310,100,438,42.5,45.6,2698
2024-07-10 14:33:04,2310,100,442,42.6,46.0,2600
2024-07-10 14:33:05,2310,100,443,42.6,46.0,2617
2024-07-10 14:33:06,2310,100,445,42.6,46.2,2772
2024-07-10 14:33:07,2310,100,447,42.6,46.4,2991
2024-07-10 14:33:08,2386,100,452,42.7,47.0,2931
2024-07-10 14:33:09,2386,100,454,42.7,47.2,2950
2024-07-10 14:33:10,2386,100,454,42.7,47.2,2918
2024-07-10 14:33:11,2386,100,455,42.7,47.3,2838
2024-07-10 14:33:12,2386,100,459,42.8,47.8,3227
2024-07-10 14:33:13,2430,100,461,42.8,47.9,4123
2024-07-10 14:33:14,2430,100,462,42.8,48.1,3900
2024-07-10 14:33:15,2430,100,465,42.8,48.3,2959
2024-07-10 14:33:16,2430,100,467,42.8,48.6,2713
2024-07-10 14:33:17,2430,100,473,42.9,49.1,2605
2024-07-10 14:33:18,2494,100,473,42.9,49.2,2621
2024-07-10 14:33:19,2494,100,474,42.9,49.3,2676
2024-07-10 14:33:20,2494,100,475,42.9,49.4,2935
2024-07-10 14:33:21,2494,100,479,43.0,49.8,3026
2024-07-10 14:33:22,2494,100,480,43,49.9,3102
2024-07-10 14:33:23,2552,100,483,43.0,50.2,3283
2024-07-10 14:33:24,2552,100,484,43.1,50.7,3577
2024-07-10 14:33:25,2552,100,489,43.1,50.9,3762
2024-07-10 14:33:26,2552,100,491,43.1,51.0,3762
2024-07-10 14:33:27,2552,100,491,43.1,51.0,4178
2024-07-10 14:33:28,2617,100,495,43.1,51.5,3687
2024-07-10 14:33:29,2617,100,496,43.2,51.6,2967
2024-07-10 14:33:30,2617,100,498,43.2,51.8,2887
2024-07-10 14:33:31,2617,100,500,43.2,52.2,2867
2024-07-10 14:33:32,2617,100,502,43.2,52.2,2877
2024-07-10 14:33:33,2651,100,502,43.2,52.2,2998
2024-07-10 14:33:34,2651,100,501,43.2,52.1,2885
2024-07-10 14:33:35,2651,100,500,43.2,52.0,2853
2024-07-10 14:33:36,2651,100,500,43.2,52.0,2963
2024-07-10 14:33:37,2651,100,501,43.2,52.1,2994
2024-07-10 14:33:38,2645,100,502,43.2,52.2,3137
2024-07-10 14:33:39,2645,100,502,43.2,52.2,2927
2024-07-10 14:33:40,2645,100,503,43.2,52.3,3035
2024-07-10 14:33:41,2645,100,503,43.2,52.3,3052
2024-07-10 14:33:42,2645,100,504,43.2,52.4,3005
2024-07-10 14:33:43,2655,100,502,43.2,52.2,3059
2024-07-10 14:33:44,2655,100,502,43.1,52.1,3177
2024-07-10 14:33:45,2655,100,502,43.1,52.2,3072
2024-07-10 14:33:46,2655,100,502,43.1,52.2,3010
2024-07-10 14:33:47,2655,100,503,43.1,52.3,3156
2024-07-10 14:33:48,2651,100,503,43.1,52.3,3175
2024-07-10 14:33:49,2651,100,504,43.1,52.4,3272
2024-07-10 14:33:50,2651,100,504,43.1,52.4,3381
2024-07-10 14:33:51,2651,100,504,43.1,52.4,3428
2024-07-10 14:33:52,2651,100,505,43.1,52.5,3409
2024-07-10 14:33:53,2662,100,505,43.1,52.5,3317
2024-07-10 14:33:54,2662,100,505,43.1,52.5,3247
2024-07-10 14:33:55,2662,100,504,43.1,52.5,3341
2024-07-10 14:33:56,2662,100,504,43.1,52.4,3291
2024-07-10 14:33:57,2662,100,505,43.1,52.5,3435
2024-07-10 14:33:58,2660,100,505,43.1,52.5,3648
2024-07-10 14:33:59,2660,100,505,43.1,52.5,3969
2024-07-10 14:34:00,2660,100,504,43.1,52.4,4429
2024-07-10 14:34:01,2660,100,504,43.1,52.4,5034
2024-07-10 14:34:02,2660,100,504,43.1,52.4,5371
2024-07-10 14:34:03,2658,100,505,43.1,52.5,4138
2024-07-10 14:34:04,2658,100,505,43.1,52.5,3484
2024-07-10 14:34:05,2658,100,505,43.1,52.5,3424
2024-07-10 14:34:06,2658,100,506,43.1,52.6,3342
2024-07-10 14:34:07,2658,100,506,43.1,52.6,3371
2024-07-10 14:34:08,2666,100,506,43.1,52.6,3464
2024-07-10 14:34:09,2666,100,506,43.1,52.6,3402
2024-07-10 14:34:10,2666,100,507,43.1,52.7,3614
2024-07-10 14:34:11,2666,100,506,43.1,52.6,3614
2024-07-10 14:34:12,2666,100,507,43.1,52.7,3938
2024-07-10 14:34:13,2663,100,506,43.1,52.6,3852
2024-07-10 14:34:14,2663,100,506,43.1,52.6,3971
2024-07-10 14:34:15,2663,100,506,43.1,52.6,3971
2024-07-10 14:34:16,2663,100,506,43.1,52.6,3968
2024-07-10 14:34:17,2663,100,507,43.1,52.7,4135
2024-07-10 14:34:18,2668,100,507,43.1,52.7,4360
2024-07-10 14:34:19,2668,100,508,43.1,52.8,4600
2024-07-10 14:34:20,2668,100,508,43.1,52.8,4742
2024-07-10 14:34:21,2668,100,507,43.1,52.7,4880
2024-07-10 14:34:22,2668,100,507,43.0,52.7,4950
2024-07-10 14:34:23,2668,100,507,43.1,52.8,4906
2024-07-10 14:34:24,2668,100,508,43.0,52.8,5127
2024-07-10 14:34:25,2668,100,506,43.0,52.6,5371
2024-07-10 14:34:26,2668,100,507,43.0,52.7,5105
2024-07-10 14:34:27,2668,100,507,43.0,52.7,5260
2024-07-10 14:34:28,2669,100,508,43.0,52.8,4490
2024-07-10 14:34:29,2669,100,508,43.0,52.8,4020
2024-07-10 14:34:30,2669,100,508,43.0,52.9,4022
2024-07-10 14:34:31,2669,100,508,43.0,52.8,4041
2024-07-10 14:34:32,2669,100,508,43.0,52.8,4077
2024-07-10 14:34:33,2664,100,507,43.0,52.7,4127
2024-07-10 14:34:34,2664,100,507,43.0,52.7,4459
2024-07-10 14:34:35,2664,100,507,43.0,52.7,4256
2024-07-10 14:34:36,2664,100,507,43.0,52.7,4854
2024-07-10 14:34:37,2664,100,509,43.0,52.9,5476
2024-07-10 14:34:38,2673,100,509,43.0,52.9,5637
2024-07-10 14:34:39,2673,100,509,43.0,53.0,5656
2024-07-10 14:34:40,2673,100,510,43.0,53.0,4693
2024-07-10 14:34:41,2673,100,510,43.0,53.0,4399
2024-07-10 14:34:42,2673,100,509,43.0,53.0,4085
2024-07-10 14:34:43,2669,100,508,43.0,52.8,3880
2024-07-10 14:34:44,2669,100,508,43.0,52.8,3650
2024-07-10 14:34:45,2669,100,509,43.0,52.9,3649
2024-07-10 14:34:46,2669,100,509,43.0,52.9,4165
2024-07-10 14:34:47,2669,100,509,43.0,53.0,4897
2024-07-10 14:34:48,2676,100,510,43.0,53.0,3798
2024-07-10 14:34:49,2676,100,510,43.0,53.1,3204
2024-07-10 14:34:50,2676,100,508,42.9,52.8,3238
2024-07-10 14:34:51,2676,100,507,42.9,52.7,3037
2024-07-10 14:34:52,2676,100,508,42.9,52.9,2826
2024-07-10 14:34:53,2668,100,508,42.9,52.9,2888
2024-07-10 14:34:54,2668,100,508,42.9,52.9,3143
2024-07-10 14:34:55,2668,100,509,42.9,52.9,3065
2024-07-10 14:34:56,2668,100,509,42.9,53.0,3065
2024-07-10 14:34:57,2668,100,510,42.9,53.0,2760
2024-07-10 14:34:58,2676,100,510,42.9,53.1,2549
2024-07-10 14:34:59,2676,100,511,42.9,53.1,2484
2024-07-10 14:35:00,2676,100,511,42.9,53.2,2464
2024-07-10 14:35:01,2676,100,510,42.9,53.1,2483
2024-07-10 14:35:02,2676,100,510,42.9,53.1,2536
2024-07-10 14:35:03,2669,100,509,42.9,52.9,2486
2024-07-10 14:35:04,2669,99,509,42.9,52.9,2365
2024-07-10 14:35:05,2669,96,510,42.9,53.0,2295
2024-07-10 14:35:06,2669,95,509,42.8,52.9,2276
2024-07-10 14:35:07,2669,96,495,42.7,51.4,2311
2024-07-10 14:35:08,2517,98,484,42.5,50.0,2360
2024-07-10 14:35:09,2517,100,486,42.6,50.5,2422
2024-07-10 14:35:10,2517,100,494,42.7,51.4,2514
2024-07-10 14:35:11,2517,91,495,42.7,51.4,2180
2024-07-10 14:35:12,2517,89,494,42.7,51.4,2124
2024-07-10 14:35:13,2444,88,487,42.6,50.6,2102
2024-07-10 14:35:14,2444,87,445,42.1,46.2,2096
2024-07-10 14:35:15,2444,89,439,42.0,45.7,2143
2024-07-10 14:35:16,2444,90,460,42.2,47.8,2162
2024-07-10 14:35:17,2444,89,461,42.2,47.5,2129
2024-07-10 14:35:18,2372,90,454,42.2,47.2,2153
2024-07-10 14:35:19,2372,91,456,42.2,47.4,2172
2024-07-10 14:35:20,2372,91,458,42.2,47.7,2184
2024-07-10 14:35:21,2372,92,462,42.3,48.0,2197
2024-07-10 14:35:22,2372,93,464,42.3,48.3,2238
2024-07-10 14:35:23,2440,100,467,42.3,48.6,2480
2024-07-10 14:35:24,2440,100,467,42.3,48.6,2547
2024-07-10 14:35:25,2440,100,470,42.3,48.9,2494
2024-07-10 14:35:26,2440,98,471,42.4,48.9,2361
2024-07-10 14:35:27,2440,95,475,42.4,49.4,2268
2024-07-10 14:35:28,2482,94,475,42.4,49.4,2245
2024-07-10 14:35:29,2482,92,477,42.4,49.6,2207
2024-07-10 14:35:30,2482,95,481,42.5,50.0,2272
2024-07-10 14:35:31,2482,94,482,42.5,50.1,2245
2024-07-10 14:35:32,2482,92,473,42.4,49.1,2209
2024-07-10 14:35:33,2461,92,471,42.4,49.0,2216
2024-07-10 14:35:34,2461,92,475,42.4,49.4,2203
2024-07-10 14:35:35,2461,92,475,42.4,49.4,2217
2024-07-10 14:35:36,2461,94,475,42.4,49.4,2264
2024-07-10 14:35:37,2461,96,475,42.4,49.4,2297
2024-07-10 14:35:38,2475,96,474,42.4,49.3,2309
2024-07-10 14:35:39,2475,99,474,42.4,49.4,2365
2024-07-10 14:35:40,2475,100,478,42.4,49.7,2416
2024-07-10 14:35:41,2475,100,483,42.5,50.2,2494
2024-07-10 14:35:42,2475,100,483,42.5,50.2,2592
2024-07-10 14:35:43,2526,100,485,42.5,50.4,2721
2024-07-10 14:35:44,2526,100,487,42.5,50.7,2721
2024-07-10 14:35:45,2526,100,489,42.5,50.8,2654
2024-07-10 14:35:46,2526,100,490,42.5,50.9,2560
2024-07-10 14:35:47,2526,100,494,42.6,51.4,2569
2024-07-10 14:35:48,2602,100,497,42.6,51.7,2585
2024-07-10 14:35:49,2602,100,498,42.6,51.8,2592
2024-07-10 14:35:50,2602,100,500,42.6,51.9,2587
2024-07-10 14:35:51,2602,100,501,42.7,52.1,2610
2024-07-10 14:35:52,2602,100,505,42.7,52.5,2737
2024-07-10 14:35:53,2641,100,505,42.7,52.5,2834
2024-07-10 14:35:54,2641,100,509,42.7,52.9,3237
2024-07-10 14:35:55,2641,100,511,42.8,53.1,3577
2024-07-10 14:35:56,2641,100,511,42.8,53.1,3044
2024-07-10 14:35:57,2641,100,510,42.8,53.1,2843
2024-07-10 14:35:58,2663,100,510,42.7,53.0,3029
2024-07-10 14:35:59,2663,100,509,42.7,52.8,2918
2024-07-10 14:36:00,2663,100,508,42.7,52.8,2638
2024-07-10 14:36:01,2663,100,509,42.7,52.9,2716
2024-07-10 14:36:02,2663,100,509,42.7,52.9,2771
2024-07-10 14:36:03,2660,100,509,42.7,52.9,2591
2024-07-10 14:36:04,2660,100,510,42.7,53,2532
2024-07-10 14:36:05,2660,100,511,42.7,53.1,2434
2024-07-10 14:36:06,2660,100,511,42.7,53.2,2447
2024-07-10 14:36:07,2660,100,511,42.7,53.1,2458
2024-07-10 14:36:08,2662,100,511,42.7,53.1,2458
2024-07-10 14:36:09,2662,99,509,42.7,52.9,2381
2024-07-10 14:36:10,2662,99,509,42.7,52.8,2376
2024-07-10 14:36:11,2662,100,507,42.7,52.7,2563
2024-07-10 14:36:12,2662,100,504,42.6,52.5,3030
2024-07-10 14:36:13,2634,100,504,42.6,52.4,3278
2024-07-10 14:36:14,2634,100,509,42.6,52.9,3293
2024-07-10 14:36:15,2634,100,511,42.7,53.1,3352
2024-07-10 14:36:16,2634,100,512,42.7,53.3,2873
2024-07-10 14:36:17,2634,100,512,42.7,53.2,2558
2024-07-10 14:36:18,2667,94,509,42.7,52.9,2246
2024-07-10 14:36:19,2667,94,509,42.6,53.0,2260
2024-07-10 14:36:20,2667,97,491,42.5,51.0,2325
2024-07-10 14:36:21,2667,92,473,42.2,48.5,2219
2024-07-10 14:36:22,2667,93,475,42.2,49.4,2232
2024-07-10 14:36:23,2511,92,484,42.3,50.3,2203
2024-07-10 14:36:24,2511,94,478,42.3,49.7,2255
2024-07-10 14:36:25,2511,96,473,42.2,49.1,2311
2024-07-10 14:36:26,2511,91,474,42.2,49.2,2189
2024-07-10 14:36:27,2511,92,478,42.3,49.7,2196
2024-07-10 14:36:28,2489,91,478,42.3,49.7,2185
2024-07-10 14:36:29,2489,88,469,42.1,48.7,2120
2024-07-10 14:36:30,2489,88,463,42.1,48.2,2122
2024-07-10 14:36:31,2489,89,461,42.1,48.0,2126
